Sentence,Tags,SentenceFrequency,EnglishTrans,EnglishFreq,SpanishTrans,SpanishFreq
" Pero "" let me not fail to mention "" while I’m at it "" the little vestigios of my decades-ago pero todavía honorary Puerto Rican-ness "" bestowed—or imprinted "" by proximity "" por ósmosis—en la graduate school con Frances "" o con Grace .", Spn Punct Eng Spn Eng Eng Eng Eng Punct Eng Spn Eng Eng Punct Eng Eng Spn Eng Eng Eng Spn Spn Eng NamedEnt Eng Punct Eng Eng Punct Eng Eng Punct Spn Spn Spn Eng Eng Spn NamedEnt Punct Spn Spn Eng,,"But ""let me not fail to mention"" while I'm at it "" the little vestiges of my decades-ago but still honorary Puerto Rican-ness "" bestowed-or imprinted "" by proximity "" by osmosis-in graduate school with Frances"" or with Grace .",,,
" Esa loving "" Cambridge- and Berkeleyspawned P.R. osmosis ha resultado en cierta excesiva rapidez "" una leve nasalización y un definite tropiléxico empedernido : uso maceta for agarrado and every other word is chévere chévere .", Spn Eng Punct NamedEnt Eng NamedEnt NamedEnt Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Eng Spn Spn Punct Spn Spn Eng Spn Eng Eng Eng Eng Eng Spn Spn,,"That loving "" Cambridge- and Berkeleyspawned P.R. osmosis has resulted in some excessive speed "" a slight nasalization and a definite trophilexic hardcore : pot use for grabbing and every other word is cool .",,,
 Al punto de que my students aquí en Califas ( who have no clue what foreign Hispanopaís I hail from pero saben que I lived recently en Buenos Aires ) think that chévere es una palabra argentina !, Spn Spn Spn Spn Eng Eng Spn Spn Spn Punct Eng Eng Spn Eng Eng Eng NamedEnt Eng Eng Eng Spn Spn Spn Eng Eng Eng Spn NamedEnt NamedEnt Punct Eng Eng Spn Spn Spn Spn NamedEnt,,To the point that my students here in Califas ( who have no clue what foreign Hispanopoeis I hail from but know that I lived recently in Buenos Aires ) think that chévere is an Argentinean word !,,,
" Also "" me salen algunos markers de mi niñez en Guadalajara "" like fíjate "" or sabes qué ?", Eng Punct Spn Spn Spn Eng Spn Spn Spn Spn NamedEnt Punct Eng Spn Punct Eng Spn Spn,,"Also ""I got some markers from my childhood in Guadalajara"" like fíjate "" or you know what ?",,,
" Y siempre "" signs de mi daily Latinidad "" mi Chicana "" code-switching life "" right here en la cuenca de Los Angeles .", Spn Spn Punct Eng Spn Spn Eng NamedEnt Punct Spn Spn Punct Eng Eng Punct Eng Eng Spn Spn Spn Spn Spn Spn,,"And always "" signs of my daily Latinidad "" my Chicana "" code-switching life "" right here in the Los Angeles basin .",,,
" Simón "" mano .", NamedEnt Punct Spn,,"Simon "" hand .",,,
 Califas ., Spn,,Caliphs .,,,
 Orale vato ., NamedEnt Spn,,Orale vato .,,,
" Carnal "" you know ?", Spn Punct Eng Eng,,"Carnal "" you know ?",,,
" Finally "" last but not least "" de mi fixation on faux or “ bad ” translation games me salió hasta el title of the book .", NamedEnt Punct Eng Eng Eng Eng Punct Spn Spn Eng Eng Eng Eng Punct Eng Punct Eng Eng Spn Spn Spn Spn Eng Eng Eng Eng,,"Finally "" last but not least "" of my fixation on faux or "" bad "" translation games came out until the title of the book .",,,
 Killer Crónicas ., NamedEnt Spn,,Killer Chronicles .,,,
" As I recount en la segunda crónica que escribí back in early 2001 "" I have always played language games "" my whole life "" y con mis estudiantes I really go for it .", Eng Eng Eng Spn Spn Spn Spn Spn Spn Eng Eng Eng Spn Punct Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Punct Spn Spn Spn Spn Eng Eng Eng Eng Eng,,"As I recount in the second chronicle I wrote back in early 2001 "" I have always played language games "" my whole life "" and with my students I really go for it .",,,
" I routinely tell them "" por ejemplo "" to open their books al poema de Beloved Nerve ( Amado Nervo ) "" or that we’re going to read Fecund ( Facundo ) "" or the Itchy Scratchy ( you guess ) .", Eng Eng Eng Eng Punct Spn Spn Punct Eng Eng Eng Eng Spn Spn Spn NamedEnt NamedEnt Punct NamedEnt Spn Punct Punct Eng Eng Spn Eng Eng Eng NamedEnt Punct NamedEnt Punct Punct Eng Eng NamedEnt NamedEnt Punct Eng Eng Punct,,"I routinely tell them "" for example "" to open their books to the poem by Beloved Nerve ( Amado Nervo ) "" or that we're going to read Fecund ( Facundo ) "" or the Itchy Scratchy ( you guess ) .",,,
" So "" cuando les pedí que abrieran “ Killer ” ( for “ El matadero”de Esteban Echeverría ) "" bueno "" they barely even blinked .", Eng Punct Spn Spn Spn Spn Spn Punct NamedEnt Punct Punct Eng Punct Spn Spn NamedEnt NamedEnt Punct Punct Spn Punct Eng Eng Eng Eng,,"So when I asked them to open ""Killer"" ( for ""El matadero"" of Esteban Echeverría ) ""well"" they barely even blinked.",,,
" KillerCrónicas "" entonces "" representa muchas cosas .", Spn Punct Spn Punct Spn Spn Spn,,"KillerCrónicas ""then"" represents many things.",,,
" The title itself "" and the book’sI structure "" gesture toward the foundational texts ( such as “ El matadero "" ” or the chronicles of the so-called New World ) that sparked my fascination for Latin American—especially Argentine—literature and culture .", Eng Eng Eng Punct Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Punct Eng Eng Punct Spn Spn Punct Punct Eng Eng Eng Eng Eng Eng NamedEnt NamedEnt Punct Eng Eng Eng Eng Eng NamedEnt Eng NamedEnt Eng Eng,,"The title itself "" and the book'sI structure "" gesture toward the foundational texts ( such as "" El matadero "" "" or the chronicles of the so-called New World ) that sparked my fascination for Latin America-especially Argentine-literature and culture .",,,
" El libro—much as this form may seem quaint "" too eighteenth-century to some—tiene una clara filiación con la tradición epistolaria .", Spn Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn,,"The book-much as this form may seem quaint "" too eighteenth-century to some-has a clear affiliation with the epistolary tradition.",,,
 Pero this is more constitutive of me than representative of any consciously theoretical or recuperative drive ., Spn Eng Eng Eng Eng Eng Spn Eng Eng Eng Eng Eng Eng Eng Spn Eng,,But this is more constitutive of me than representative of any consciously theoretical or recuperative drive .,,,
" Es sencillo : I can’t write sin sentir el latido del corazón ( or at least el tecleo de manos on a keyboard ) "" las pulsaciones cerebrales—verbales—de un interlocutor .", Spn Spn Punct Eng Spn Eng Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng Spn Spn Spn Spn Eng Spn Eng Punct Punct Spn Spn Spn Spn Spn,,"It is simple: I can't write without feeling the heartbeat (or at least the click of a hand on a keyboard) ""the brain-verbal pulses of an interlocutor.",,,
" These crónicas began as letters : cartas a amigos extrañados "" love letters to cities "" smells "" people "" voices and geographies I missed .", Eng Spn Eng Eng Eng Punct Spn Spn Spn Spn Punct Eng Eng Eng Eng Punct Eng Punct Eng Punct Eng Eng Eng Eng Eng,,"These chronicles began as letters : letters to strange friends "" love letters to cities "" smells "" people "" voices and geographies I missed .",,,
" O "" por otra parte "" comenzaron como cartas a un lugar "" or to a situation that I was experiencing intensely "" casi con demasiada intensidad and yet pleasurably as well "" a sabiendas de que la vivencia acabaría demasiado pronto .", Spn Punct Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Punct Eng Eng Spn Eng Eng Eng Eng Eng Spn Punct Spn Spn Spn Spn Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn,,"Or ""on the other hand"" they began as letters to a place ""or to a situation that I was experiencing intensely"" almost too intensely and yet pleasurably as well"" knowing that the experience would end too soon.",,,
" Cierro esta glossary crónica then—para voh "" para ti "" for you the reader — with an invitation to dive into este mi texto intersticial .", Spn Spn Eng Spn Eng Spn Punct Spn Spn Punct Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn,,"I close this glossary chronicle then-para voh ""for you"" for you the reader - with an invitation to dive into this my interstitial text .",,,
" Go on "" lánzate .", Eng Eng Punct Spn,,"Go on "" go for it .",,,
" Lance yourself.Killer CrónicasI Mini Playera Re-Entry Crónica 18 agosto 2001 Los Angeles "" Califaztlán For Nancy “ Paquita ” Rankin Walking down a dimly lit Venice Beach street late at night "" después de ver una bad "" artsy "" MTV-like "" Brit movie "" “ Sexy Beast ” ( hint—it wasn’t ) "" con Ben Kingsley "" en Santa Monica .", NamedEnt Eng Spn Eng NamedEnt Eng Spn Spn Spn Spn Spn Spn Punct NamedEnt Eng NamedEnt Punct NamedEnt Punct NamedEnt NamedEnt Eng Spn Spn Eng NamedEnt NamedEnt Eng Eng Eng Eng Punct Spn Spn Spn Spn Eng Punct Eng Punct Eng Punct NamedEnt Eng Punct Punct Spn NamedEnt Punct Punct Eng Eng Punct Punct Spn NamedEnt NamedEnt Punct Spn NamedEnt NamedEnt,,"Lance yourself.Killer CrónicasI Mini Playera Re-Entry Crónica 18 agosto 2001 Los Angeles "" Califaztlán For Nancy "" Paquita "" Rankin Walking down a dimly lit Venice Beach street late at night "" after watching a bad "" artsy "" MTV-like "" Brit movie "" "" Sexy Beast "" ( hint-it wasn't ) "" with Ben Kingsley "" in Santa Monica .",,,
" La cashe crowded con little Spanish-style refurbished bungalows "" teeny tiny "" really "" pero tan y TAN expensive .", Spn Eng Eng Spn Eng Eng Eng Eng Punct Eng Eng Punct Eng Punct Spn Spn Spn Spn Eng,,"The cashe crowded with little Spanish-style refurbished bungalows "" teeny tiny "" really "" but so and SO expensive .",,,
" Owned by movie grips "" bit part actors "" surfers "" teachers "" professionals .", NamedEnt Eng Eng Eng Punct Eng Eng Eng Punct Eng Punct Eng Punct Eng,,"Owned by movie grips "" bit part actors "" surfers "" teachers "" professionals .",,,
" De repente "" un olor que no había sentido en más de un año rises en la coastal breeze and hits me "" no "" it STROKES me "" full en la cara : sage .", Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Spn Spn Eng Eng Eng Eng Spn Punct Spn Punct Eng Eng Spn Punct Eng Spn Spn Spn Punct Eng,,"Suddenly ""a smell I haven't felt in more than a year rises in the coastal breeze and hits me"" no ""it's full STROKES me"" in the face : sage .",,,
" Ah "" oh "" it’s the ( North ) American Southwest—ah "" salvia — tan green and subtle and gorgeous !", Spn Punct Eng Punct Eng Eng Punct NamedEnt Punct Eng NamedEnt Punct Spn Punct Spn Eng Eng Eng Eng Eng,,"Ah "" oh "" it's the ( North ) American Southwest-ah "" sage - so green and subtle and gorgeous !",,,
 Eyes smart with tears and I wince ., Eng Eng Eng Eng Eng Eng Eng,,Eyes smart with tears and I wince .,,,
 Sigh ., NamedEnt,,Sigh .,,,
 I should be prepared para estas overpowering waves of emotion ., Eng Eng Eng Eng Spn Spn Eng Eng Eng Eng,,I should be prepared for these overpowering waves of emotion.,,,
 Siempre he sido así ., Spn Eng Spn Spn,,I've always been like that.,,,
" You’re too sensitive "" me decían de niña "" so impressionable "" me4 dicen siempre .", Spn Eng Eng Punct Spn Spn Spn Spn Punct Eng Eng Punct Spn Spn Spn,,"You're too sensitive"" I was told as a child ""so impressionable"" I'm always told.",,,
" En Buenos Aires supe que aunque tengo mi sun sign en Aries "" está en la Casa 4 "" ruled by Cancer "" that mushyhearted "" timid "" sidewinding crustacean .", Spn NamedEnt NamedEnt Spn Spn Spn Spn Spn Eng Eng Spn Eng Punct Spn Spn Spn NamedEnt Punct Punct Eng Eng NamedEnt Punct Eng Eng Punct Eng Punct Eng Eng,,"In Buenos Aires I knew that although I have my sun sign in Aries "" it is in House 4 "" ruled by Cancer "" that mushyhearted "" timid "" sidewinding crustacean .",,,
" Y tengo "" por si eso fuera poco "" a Mercurio en piscis en la Casa tres "" y eso me ( lo ) explica "" basically .", Spn Spn Punct Spn Spn Spn Spn Spn Punct Spn NamedEnt Spn Spn Spn Spn NamedEnt Spn Punct Spn Spn Spn Punct Spn Punct Spn Punct Eng,,"And I have ""on top of that"" Mercury in Pisces in the third house and that explains ""basically.",,,
" It means you have E.S.P. baby "" me dijo esa vidente en New Orleans .", Eng Eng Eng Eng NamedEnt Eng Punct Spn Spn Spn Spn Spn NamedEnt Eng,,"It means you have E.S.P. baby"" said that psychic in New Orleans.",,,
" Y Beatriz "" la astróloga que me hizo la primera carta natal me dijo : tus sueños tienen el poder de pronosticar .", Spn NamedEnt Punct Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn,,"And Beatriz "" the astrologer who made me the first birth chart said to me : your dreams have the power to predict .",,,
" I really didn’tneedthe two astrólogos—Beatriz en Belgrano ( right next to the flotation tank place "" como en “ Altered States "" ” te lo juro !", Eng Eng Eng Eng NamedEnt Spn NamedEnt Punct Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Punct NamedEnt Eng Punct Punct Spn Spn Spn,,"I really didn't tneedthe two astrologers-Beatriz in Belgrano ( right next to the flotation tank place "" as in "" Altered States "" "" I swear !",,,
 ) y Victor Richini ( antaño amigo de Alejandra Pizarnik !, Punct Spn NamedEnt NamedEnt Punct Eng Spn Spn NamedEnt NamedEnt,,) and Victor Richini ( former friend of Alejandra Pizarnik !,,,
" ) en la Recoleta "" who made my secondnatal chart ( hand-drawn "" so beautiful ) en la Argentina .", Punct Spn Spn NamedEnt Punct Eng Eng Eng Eng Eng Punct Eng Punct Eng Eng Punct Spn Spn NamedEnt,,") at Recoleta "" who made my secondnatal chart ( hand-drawn "" so beautiful ) in Argentina .",,,
 Pero they confirmed cosas que he venido intuyendo all my life ., Spn Eng Spn Spn Spn Eng Spn Spn Eng Eng Eng,,But they confirmed things that I've been sensing all my life.,,,
" El olfato me sheva y me trae por la vida dehde siempre — the full-throttle charge of it "" immediate and nostalgic a la vez .", Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng Punct Eng Eng Spn Spn Spn Spn,,"The smell sheva me and brings me through life ever since - the full-throttle charge of it "" immediate and nostalgic at the same time .",,,
" Un poquito después del sage llega otro olor dulzón "" casi empalagoso : Chilean night-blooming jasmine .", Spn Spn Spn Spn Eng Spn Spn Spn Spn Punct Spn Spn Punct NamedEnt Eng Eng,,"A little bit after the sage comes another sweet smell ""almost cloying"": Chilean night-blooming jasmine.",,,
" Oh "" esos delicate "" innocuous pale-pink blooms que de día no huelen a nada ahora overpower me "" casi jaqueca-strong .", Eng Punct Spn Eng Punct Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Eng Spn Punct Spn Eng,,"Oh ""those delicate"" innocuous pale-pink blooms that by day smell of nothing now overpower me"" almost headache-strong .",,,
" Y luego "" still later "" esa shoosh .", Spn Spn Punct Eng Eng Punct Spn Eng,,"And then ""still later"" that shoosh.",,,
 .,,,.,,,
 .,,,.,,,
 shoosh ., Eng,,shoosh .,,,
 Son las olas ., Spn Spn Spn,,It's the waves.,,,
 De ellas no podré—nunca—vivir lejos mucho tiempo ., Spn Spn Spn Spn Spn Spn Spn,,I can never-ever live away from them for long.,,,
" Me vuelvo loca "" in a way "" en el “ INTERIOR ” !", Spn Spn Spn Punct Eng Spn Eng Punct Spn Spn Punct Spn Punct,,"I go crazy ""in a way"" in the ""INNER"" !",,,
" Even if I’m by a river "" that huge "" camel-colored Río de la Plata "" or my beloved Mississippi "" or the icy Charles .", Eng Eng Spn Eng Spn Eng Punct Eng Eng Punct Eng Spn Spn Spn NamedEnt Punct Eng Eng Eng NamedEnt Punct Eng Eng Eng NamedEnt,,"Even if I'm by a river "" that huge "" camel-colored Rio de la Plata "" or my beloved Mississippi "" or the icy Charles .",,,
" Y válgame Dios if it’s a really high and dry place "" sin río siquiera .", Spn Spn NamedEnt Eng Eng Spn Eng Eng Eng Eng Eng Punct Spn Spn Spn,,"And God help me if it's a really high and dry place"" with no river at all.",,,
 Tipo Madrith ., Spn NamedEnt,,Madrith type .,,,
 Or Pretoria ., Eng NamedEnt,,Or Pretoria .,,,
 El interior ., Spn Spn,,The interior .,,,
 Me vuelvo un poco stir crazy ., Spn Spn Spn Spn Eng Eng,,I get a little stir crazy.,,,
 Pero even a big river is just not the same as this shoosh ., Spn Eng Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng,,But even a big river is just not the same as this shoosh .,,,
 .,,,.,,,
 .,,,.,,,
" shooshof my Pacific and that marine damp y mis cabeshos rizados and my butt muscles pulsing "" stinging on this fast "" long-legged Venice night walk del auto a la casa de mi entrañable amiga Paquita "" to the ( non-sleeping ) teen slumber party and later "" one of Paq’s paperback murder mystery novels "" just to lull myself into a dulled "" lonely sleep .", Eng Eng NamedEnt Eng Eng Spn Eng Spn Spn Spn Spn Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Punct Eng NamedEnt Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt Punct Eng Eng Punct Eng Punct Eng Eng Eng Eng Eng Punct Eng Eng Spn Eng Eng Eng Eng Punct Eng Eng Spn Eng Eng Spn Eng Punct Eng Eng,,"shooshof my Pacific and that marine damp and my curly head and my butt muscles pulsing "" stinging on this fast "" long-legged Venice night walk from the car to the house of my dear friend Paquita "" to the ( non-sleeping ) teen slumber party and later "" one of Paq's paperback murder mystery novels "" just to lull myself into a dulled "" lonely sleep .",,,
 I’m back ., Spn Eng,,I'm back.,,,
 Here ., Eng,,Here.,,,
 Home ., NamedEnt,,Home .,,,
 Without you all ., Eng Eng Eng,,Without you all .,,,
 Poetas ., Spn,,Poets .,,,
 Amigas ., Spn,,Friends.,,,
